CandidatToRelation,CandidatToRelation,CandidatToRelation,SynonymToRelation,SynonymToRelation,SynonymToRelation,AgglomerativeClustering,AgglomerativeClustering,AgglomerativeClustering
Precision,Rappel,F1,Precision,Rappel,F1,Precision,Rappel,F1
0.3333333333333333,0.041666666666666664,0.07407407407407407,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.4,0.08333333333333333,0.13793103448275862
0.46153846153846156,0.25,0.32432432432432434,0.45454545454545453,0.20833333333333334,0.28571428571428575,0.5,0.20833333333333334,0.29411764705882354
0.5454545454545454,0.75,0.631578947368421,0.5454545454545454,0.75,0.631578947368421,0.47058823529411764,0.3333333333333333,0.39024390243902435
