CandidatToConcept,CandidatToConcept,CandidatToConcept,SynonymToConcept,SynonymToConcept,SynonymToConcept,AgglomerativeClustering,AgglomerativeClustering,AgglomerativeClustering
Precision,Rappel,F1,Precision,Rappel,F1,Precision,Rappel,F1
0.5,0.125,0.2,0.5,0.125,0.2,0.6,0.125,0.20689655172413793
0.46153846153846156,0.25,0.32432432432432434,0.5454545454545454,0.25,0.34285714285714286,0.5,0.20833333333333334,0.29411764705882354
0.6363636363636364,0.875,0.7368421052631579,0.6363636363636364,0.875,0.7368421052631579,0.35294117647058826,0.25,0.2926829268292683
